disease_cui,rid_caller_caller,rid_caller_caller,snomed_code_caller,Terms_caller,rid_caller,Number of diseases,rid_caller,snomed_code,Terms,rid,Number of symptoms
C0340288,1627,429.0,194828000.0,Angina,9.0,23.0,1246,233819005,Stable angina (disorder),128,3
C0340288,1627,647.0,225566008.0,Ischemic chest pain,9.0,23.0,1246,233819005,Stable angina (disorder),128,3
C0340288,1628,411.0,22253000.0,Pain (finding),2.0,136.0,1246,233819005,Stable angina (disorder),128,3
C0340288,740,174.0,195541002.0,[X]Other forms of angina pectoris,15.0,14.0,1246,233819005,Stable angina (disorder),128,3
C0340289,1056,429.0,194828000.0,Angina,9.0,23.0,450,233821000,New onset angina,129,3
C0340289,1056,647.0,225566008.0,Ischemic chest pain,9.0,23.0,450,233821000,New onset angina,129,3
C0340289,741,411.0,22253000.0,Pain (finding),2.0,136.0,450,233821000,New onset angina,129,3
C0340289,1057,174.0,195541002.0,[X]Other forms of angina pectoris,15.0,14.0,450,233821000,New onset angina,129,3
C0340548,1925,183.0,300851005.0,Mass of respiratory structure,26.0,11.0,96,233949008,Pulmonary capillary hemangiomatosis,170,2
C0340548,742,207.0,300852003.0,Mass of cardiovascular structure,112.0,4.0,96,233949008,Pulmonary capillary hemangiomatosis,170,2
C0340849,449,17.0,272030005.0,Syncope symptom,21.0,12.0,471,234162000,Simple faint,1159,1
C0340849,449,222.0,309585006.0,Syncope and collapse,21.0,12.0,471,234162000,Simple faint,1159,1
C0340850,1926,17.0,272030005.0,Syncope symptom,21.0,12.0,1601,234163005,Neurally-mediated syncope,802,1
C0340850,1926,222.0,309585006.0,Syncope and collapse,21.0,12.0,1601,234163005,Neurally-mediated syncope,802,1
C0340851,1058,17.0,272030005.0,Syncope symptom,21.0,12.0,1327,234164004,Malignant vasovagal syndrome,1056,1
C0340851,1058,222.0,309585006.0,Syncope and collapse,21.0,12.0,1327,234164004,Malignant vasovagal syndrome,1056,1
C0340852,1629,17.0,272030005.0,Syncope symptom,21.0,12.0,814,234165003,Elderly vasovagal syndrome,1566,1
C0340852,1629,222.0,309585006.0,Syncope and collapse,21.0,12.0,814,234165003,Elderly vasovagal syndrome,1566,1
C0340854,174,17.0,272030005.0,Syncope symptom,21.0,12.0,1393,234167006,Situational syncope,233,2
C0340854,174,222.0,309585006.0,Syncope and collapse,21.0,12.0,1393,234167006,Situational syncope,233,2
C0340854,450,568.0,31457007.0,Effort syncope,778.0,1.0,1393,234167006,Situational syncope,233,2
C0340856,175,17.0,272030005.0,Syncope symptom,21.0,12.0,724,234169009,Defecation syncope,671,1
C0340856,175,222.0,309585006.0,Syncope and collapse,21.0,12.0,724,234169009,Defecation syncope,671,1
C0340857,743,17.0,272030005.0,Syncope symptom,21.0,12.0,1490,234170005,Deglutition syncope,719,1
C0340857,743,222.0,309585006.0,Syncope and collapse,21.0,12.0,1490,234170005,Deglutition syncope,719,1
C0341017,451,80.0,67103005.0,Gummatous inflammation (morphologic abnormality),37.0,8.0,1632,235064008,Syphilitic gumma of oral cavity,694,1
C0341021,1630,618.0,444827008.0,Erythema of skin,3.0,89.0,1364,235071003,Oral erythematous candidiasis,1399,1
C0341021,1630,830.0,86735004.0,Erythematous condition,3.0,89.0,1364,235071003,Oral erythematous candidiasis,1399,1
C0341089,2217,693.0,22114000.0,Absent peristalsis,645.0,1.0,368,197148000,Other functional disorder of the intestine NOS,1122,1
C0341089,2217,693.0,22114000.0,Absent peristalsis,645.0,1.0,598,197146001,Other functional disorders of the intestine,1122,1
C0341225,176,135.0,300855001.0,Mass of digestive structure,11.0,22.0,210,235685007,Hamartoma of stomach,992,1
C0341286,2218,73.0,235719002.0,Food intolerance,182.0,3.0,1247,235717000,Food intolerance NEC,1123,1
C0341353,1631,135.0,300855001.0,Mass of digestive structure,11.0,22.0,1383,235771005,Appendix mass,783,1
C0341420,452,177.0,14760008.0,Constipation (disorder),17.0,12.0,147,235840008,Irritable bowel syndrome variant of childhood with constipation,1486,1
C0341850,1927,592.0,300859007.0,Mass of female genital structure,43.0,7.0,319,237109002,Vulval warts,1420,1
C0341858,1352,411.0,22253000.0,Pain (finding),2.0,136.0,795,237115002,Endometriosis of myometrium,460,1
C0341858,1352,411.0,22253000.0,Pain (finding),2.0,136.0,1232,198247003,Endometriosis interna,460,1
C0341957,453,561.0,91175000.0,Seizure,1.0,169.0,1699,237283007,Eclampsia in labor,855,1
C0342100,2219,16.0,290111006.0,Purulent nipple discharge,646.0,1.0,1573,237462004,Nipple infection,653,1
C0342517,1928,219.0,15160007.0,Virilization (finding),68.0,5.0,221,237798008,Drug-induced virilization,803,1
C0342961,744,420.0,238108007.0,Cachexia (finding),110.0,4.0,655,238153009,Severe systemic illness tissue wasting,1033,1
C0342962,1632,420.0,238108007.0,Cachexia (finding),110.0,4.0,1507,238154003,Severe systemic illness-induced skeletal muscle wasting,1400,1
C0342965,2220,510.0,29596007.0,Hypercapnia (disorder),66.0,5.0,104,238157005,Disorder of blood gas,91,3
C0342965,2221,729.0,61031008.0,Hypocapnia (disorder),229.0,2.0,104,238157005,Disorder of blood gas,91,3
C0342965,177,569.0,238158000.0,Hyperoxia (disorder),772.0,1.0,104,238157005,Disorder of blood gas,91,3
C0343042,1059,836.0,271756005.0,Macular eruption,97.0,4.0,409,125151004,Macula cerulea,347,2
C0343042,1059,836.0,271756005.0,Macular eruption,97.0,4.0,1523,238453003,Maculae ceruleae,347,2
C0343042,454,373.0,112629002.0,Macule (morphologic abnormality),73.0,5.0,409,125151004,Macula cerulea,347,2
C0343042,454,373.0,112629002.0,Macule (morphologic abnormality),73.0,5.0,1523,238453003,Maculae ceruleae,347,2
C0343065,178,57.0,201268009.0,Urticaria geographica,203.0,2.0,342,402410006,Symptomatic dermographism,110,3
C0343065,178,57.0,201268009.0,Urticaria geographica,203.0,2.0,568,402601007,Physical urticaria,110,3
C0343065,178,57.0,201268009.0,Urticaria geographica,203.0,2.0,1439,7632005,Dermatographic urticaria,110,3
C0343065,2222,476.0,238686009.0,Delayed dermographism,222.0,2.0,342,402410006,Symptomatic dermographism,110,3
C0343065,2222,476.0,238686009.0,Delayed dermographism,222.0,2.0,568,402601007,Physical urticaria,110,3
C0343065,2222,476.0,238686009.0,Delayed dermographism,222.0,2.0,1439,7632005,Dermatographic urticaria,110,3
C0343065,179,460.0,238693008.0,Reflex urticaria,338.0,2.0,342,402410006,Symptomatic dermographism,110,3
C0343065,179,460.0,238693008.0,Reflex urticaria,338.0,2.0,568,402601007,Physical urticaria,110,3
C0343065,179,460.0,238693008.0,Reflex urticaria,338.0,2.0,1439,7632005,Dermatographic urticaria,110,3
C0343200,1060,411.0,22253000.0,Pain (finding),2.0,136.0,1215,239938009,Giant cell arteritis with polymyalgia rheumatica,1209,1
C0343214,1353,411.0,22253000.0,Pain (finding),2.0,136.0,1018,239958005,Painful arc syndrome,915,1
C0343228,180,325.0,309527000.0,Mass of lower limb,354.0,2.0,669,202945006,Ganglion of ankle,672,1
C0343265,1354,411.0,22253000.0,Pain (finding),2.0,136.0,252,203495005,Algodystrophy of foot,757,1
C0343266,745,411.0,22253000.0,Pain (finding),2.0,136.0,59,203494009,Algodystrophy of knee,872,1
C0343267,2223,411.0,22253000.0,Pain (finding),2.0,136.0,1510,203493003,Algodystrophy of hand,1615,1
C0343467,1633,618.0,444827008.0,Erythema of skin,3.0,89.0,320,240411003,Erythema nodosum leprosum,1401,1
C0343467,1633,830.0,86735004.0,Erythematous condition,3.0,89.0,320,240411003,Erythema nodosum leprosum,1401,1
C0343678,1061,836.0,271756005.0,Macular eruption,97.0,4.0,541,240558009,Macular syphilide,1210,1
C0343681,1634,723.0,48055004.0,Pustular rash (morphologic abnormality),46.0,7.0,1,240562003,Pustular syphilide,477,1
C0343686,1929,80.0,67103005.0,Gummatous inflammation (morphologic abnormality),37.0,8.0,6,240566000,Gummatous neurosyphilis,1592,1
C0343729,455,135.0,300855001.0,Mass of digestive structure,11.0,22.0,1144,240597001,Anal warts,407,1
C0343730,456,313.0,300570005.0,Perianal lump,208.0,2.0,184,266114001,Perianal warts,1487,1
C0343741,181,319.0,281398003.0,Groin mass,310.0,2.0,1133,240607002,Donovanosis - inguinal lesion,1140,1
C0343755,746,420.0,238108007.0,Cachexia (finding),110.0,4.0,1542,422003001,Cachexia associated with AIDS,720,1
C0343836,182,282.0,23267004.0,Achromia of skin (disorder),107.0,4.0,1434,82074004,Achromic skin lesions of pinta,390,1
C0343950,747,365.0,300862005.0,Mass of body region,151.0,3.0,547,240771005,Pheohyphomycotic subcutaneous cyst,1331,1
C0343970,2224,135.0,300855001.0,Mass of digestive structure,11.0,22.0,1024,240791003,Hepatic schistosomal granuloma,1283,1
C0344248,183,565.0,4275001.0,Spasm of conjugate gaze,129.0,3.0,985,246775009,Horizontal spasm of gaze,993,1
C0345141,1355,207.0,300852003.0,Mass of cardiovascular structure,112.0,4.0,538,253733006,Pleuropericardial cyst,1078,1
C0347630,1930,135.0,300855001.0,Mass of digestive structure,11.0,22.0,565,262796008,Liver hematoma,804,1
C0347868,1635,42.0,192943001.0,(Spastic hemiplegia) or (spastic foot),622.0,1.0,1311,307324001,Spastic foot,1567,1
C0347873,748,561.0,91175000.0,Seizure,1.0,169.0,725,193002005,Psychosensory epilepsy,721,1
C0347874,1931,561.0,91175000.0,Seizure,1.0,169.0,556,193008009,Somatosensory epilepsy,500,1
C0347894,1356,430.0,247398009.0,Neuropathic pain,13.0,16.0,637,203114003,"Neuralgia, neuritis and radiculitis unspecified",6,12
C0347894,184,189.0,35496009.0,Femoral neuralgia,143.0,3.0,637,203114003,"Neuralgia, neuritis and radiculitis unspecified",6,12
C0347894,1636,765.0,42561004.0,Reminiscent neuralgia,439.0,1.0,637,203114003,"Neuralgia, neuritis and radiculitis unspecified",6,12
C0347894,1062,654.0,11679003.0,Radicular pain,259.0,2.0,637,203114003,"Neuralgia, neuritis and radiculitis unspecified",6,12
C0347894,185,192.0,279053007.0,Sympathetically maintained pain,710.0,1.0,637,203114003,"Neuralgia, neuritis and radiculitis unspecified",6,12
C0347894,1063,185.0,247386004.0,Obturator neuralgia,101.0,4.0,637,203114003,"Neuralgia, neuritis and radiculitis unspecified",6,12
C0347894,1637,423.0,247388003.0,Segmental peripheral neuralgia,192.0,3.0,637,203114003,"Neuralgia, neuritis and radiculitis unspecified",6,12
C0347894,457,63.0,279058003.0,Neurogenic pain,248.0,2.0,637,203114003,"Neuralgia, neuritis and radiculitis unspecified",6,12
C0347894,458,327.0,279052002.0,Sympathetically independent pain,588.0,1.0,637,203114003,"Neuralgia, neuritis and radiculitis unspecified",6,12
C0347894,2225,580.0,279060001.0,Unilateral shortlasting neuralgiform pain with conjunctival injection and tearing syndrome,700.0,1.0,637,203114003,"Neuralgia, neuritis and radiculitis unspecified",6,12
C0347894,749,74.0,279980002.0,Peripheral neurogenic pain,472.0,1.0,637,203114003,"Neuralgia, neuritis and radiculitis unspecified",6,12
C0347894,186,556.0,279981003.0,Peripheral neuropathic pain,464.0,1.0,637,203114003,"Neuralgia, neuritis and radiculitis unspecified",6,12
C0347895,750,430.0,247398009.0,Neuropathic pain,13.0,16.0,978,156750000,"Neuralgia, neuritis or radiculitis NOS",722,1
C0347942,751,,,,,,1592,271839005,Sphincter ani incontinence,1504,1
C0347949,1638,652.0,78455002.0,Subjective visual disturbance,45.0,7.0,407,193655003,Other psychophysical visual disturbance,478,1
C0348626,459,545.0,29036000.0,Pulsus trigeminus (finding),779.0,1.0,1328,195587008,[X]Other specified cardiac arrhythmias,127,3
C0348626,1639,162.0,45907000.0,Labile pulse,623.0,1.0,1328,195587008,[X]Other specified cardiac arrhythmias,127,3
C0348626,1064,511.0,195103000.0,Bigeminal pulse (finding),673.0,1.0,1328,195587008,[X]Other specified cardiac arrhythmias,127,3
C0348727,2226,381.0,102619001.0,Pain in esophagus,404.0,1.0,642,197520007,[X]Other specified diseases of oesophagus,355,2
C0348727,2226,381.0,102619001.0,Pain in esophagus,404.0,1.0,1743,197520007,[X]Other specified diseases of esophagus,355,2
C0348727,752,216.0,88275004.0,Absent deglutition (finding),670.0,1.0,642,197520007,[X]Other specified diseases of oesophagus,355,2
C0348727,752,216.0,88275004.0,Absent deglutition (finding),670.0,1.0,1743,197520007,[X]Other specified diseases of esophagus,355,2
C0348742,2227,755.0,249652007.0,Anal twitching,647.0,1.0,1008,197543003,[X]Other specified diseases of anus and rectum,513,1
C0348751,460,7.0,102626001.0,Liver pain (finding),716.0,1.0,25,197555009,[X]Other specified diseases of liver,287,2
C0348751,460,7.0,102626001.0,Liver pain (finding),716.0,1.0,238,197370006,Other specified liver disorder,287,2
C0348751,460,7.0,102626001.0,Liver pain (finding),716.0,1.0,239,197374002,Other specified liver disorder NOS,287,2
C0348751,1640,680.0,66789005.0,Hepatocellular jaundice,102.0,4.0,25,197555009,[X]Other specified diseases of liver,287,2
C0348751,1640,680.0,66789005.0,Hepatocellular jaundice,102.0,4.0,238,197370006,Other specified liver disorder,287,2
C0348751,1640,680.0,66789005.0,Hepatocellular jaundice,102.0,4.0,239,197374002,Other specified liver disorder NOS,287,2
C0349255,2228,215.0,193462001.0,Insomnia (disorder),38.0,7.0,1450,192454004,Nonorganic insomnia,1448,1
C0349493,1932,442.0,397320006.0,Disorder of umbilicus,18.0,12.0,1194,276678006,Umbilical sepsis,1421,1
C0349698,1933,,,,,,1614,278695009,Aspirated blood in lower respiratory tract,1422,1
C0349716,2229,411.0,22253000.0,Pain (finding),2.0,136.0,1710,279059006,Hypoglossal neuralgia,514,1
C0376288,1641,43.0,88032003.0,Amaurosis fugax,79.0,4.0,1718,70449006,Amaurosis (disorder),612,1
C0376356,187,214.0,162494006.0,Symptom occurs premenstrually,711.0,1.0,736,82639001,Premenstrual tension syndrome,55,3
C0376356,187,523.0,10885003.0,Premenstrual symptom,711.0,1.0,736,82639001,Premenstrual tension syndrome,55,3
C0376356,188,681.0,14272003.0,Premenstrual swelling,580.0,1.0,736,82639001,Premenstrual tension syndrome,55,3
C0376356,2230,375.0,302003005.0,Premenstrual breast tenderness,567.0,1.0,736,82639001,Premenstrual tension syndrome,55,3
C0392060,2231,737.0,16110005.0,Ophthalmoplegia (disorder),23.0,11.0,1157,75111000,Painful ophthalmoplegia,298,2
C0392060,1357,411.0,22253000.0,Pain (finding),2.0,136.0,1157,75111000,Painful ophthalmoplegia,298,2
C0392156,1934,,,,,,1011,285145004,Akathisia (disorder),631,1
C0392439,753,723.0,48055004.0,Pustular rash (morphologic abnormality),46.0,7.0,40,200976008,Acrodermatitis continua,1034,1
C0392550,1935,293.0,50582007.0,Hemiplegia (disorder),24.0,11.0,1045,1593000,Infantile hemiplegia,956,1
C0392571,1642,31.0,70556002.0,Impairment level: low vision of both eyes,76.0,5.0,1498,63385005,Impairment level: better eye: moderate impairment: lesser eye: not further specified,1091,1
C0392571,1642,542.0,193722001.0,"Low vision, both eyes",76.0,5.0,1498,63385005,Impairment level: better eye: moderate impairment: lesser eye: not further specified,1091,1
C0392702,754,703.0,58593005.0,Athetoid movement,32.0,8.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,1936,78.0,36649002.0,Clonus,757.0,1.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,1362,522.0,82470000.0,Muscle fasciculation,741.0,1.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,755,534.0,221360009.0,Spasticity,216.0,2.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,463,61.0,45352006.0,Spasm (finding),28.0,10.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,464,456.0,26079004.0,Tremor (finding),718.0,1.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,2232,672.0,8652009.0,Opisthotonus (finding),765.0,1.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,2233,401.0,34714000.0,Local spasm,453.0,1.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,1358,238.0,60238002.0,Muscle twitch (finding),739.0,1.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,1643,524.0,54685005.0,Synkinesis (finding),748.0,1.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,461,317.0,267079009.0,Trembles,717.0,1.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,1644,787.0,45233003.0,Persistent tremor,749.0,1.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,1937,837.0,40290000.0,Continuous tremor,636.0,1.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,2234,12.0,36637003.0,Intermittent tremor,648.0,1.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,1359,581.0,42800007.0,Fine tremor,740.0,1.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,1938,752.0,78261002.0,Coarse tremor,695.0,1.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,189,611.0,27369003.0,Massive tremor,655.0,1.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,2235,822.0,41846009.0,Passive tremor,568.0,1.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,1065,318.0,56610005.0,Static tremor,315.0,2.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,2236,164.0,25082004.0,Resting tremor,701.0,1.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,462,223.0,39960009.0,Grimaces,251.0,2.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,756,159.0,2581006.0,Clasp knife like increase in tone,473.0,1.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,1360,157.0,64314006.0,Risus sardonicus,435.0,1.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,2237,5.0,267078001.0,Involuntary movement,64.0,5.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,2237,643.0,162227008.0,Involuntary movement symptom,64.0,5.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,2241,825.0,271799000.0,Head movements abnormal,649.0,1.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,2238,9.0,34288008.0,Pleurothotonus,702.0,1.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,757,760.0,83029003.0,Wrist clonus,524.0,1.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,1066,439.0,299952008.0,Pseudoathetosis,420.0,1.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,190,316.0,302004004.0,Thyrotoxic tremor,773.0,1.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,2239,168.0,112108005.0,Pill rolling,816.0,1.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,2240,72.0,423757006.0,Involuntary truncal rocking,766.0,1.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,1361,636.0,430690005.0,Orthostatic tremor,484.0,1.0,842,260912008,Abnormal involuntary movement,1,33
C0392702,191,356.0,445407005.0,Chronic tremor,774.0,1.0,842,260912008,Abnormal involuntary movement,1,33
C0393484,1363,561.0,91175000.0,Seizure,1.0,169.0,1597,230191005,Rasmussen syndrome,599,1
C0393519,2242,566.0,85102008.0,Cerebellar ataxia,22.0,11.0,577,230227009,Early onset cerebellar ataxia,1284,1
C0393524,1067,566.0,85102008.0,Cerebellar ataxia,22.0,11.0,7,230232005,Late onset cerebellar ataxia,1526,1
C0393572,758,525.0,76628006.0,Post-hemiplegic chorea,317.0,2.0,503,230298007,Disorder presenting primarily with chorea,873,1
C0393587,2243,52.0,230310003.0,Paroxysmal dystonia,89.0,4.0,1477,230309008,Kinesiogenic choreoathetosis,1616,1
C0393593,192,778.0,250068003.0,Dystonia (finding),465.0,1.0,592,15802004,Dystonia,111,3
C0393593,1068,52.0,230310003.0,Paroxysmal dystonia,89.0,4.0,592,15802004,Dystonia,111,3
C0393593,465,38.0,230332007.0,Diurnal dystonia,249.0,2.0,592,15802004,Dystonia,111,3
C0393602,193,99.0,74333002.0,Spasmodic torticollis (disorder),108.0,4.0,1283,230322000,Isolated cervical dystonia,391,1
C0393604,466,774.0,59026006.0,Blepharospasm (disorder),49.0,7.0,1442,230324004,Isolated blepharospasm,1015,1
C0393612,2244,,,,,,494,230339003,Isolated head tremor,825,1
C0393613,467,,,,,,125,230340001,Isolated facial tremor,546,1
C0393614,2245,,,,,,1402,230341002,Isolated vocal tremor,515,1
C0393615,1645,,,,,,1324,192840004,Benign familial tremor,1253,1
C0393618,468,241.0,127324008.0,Myoclonic disorder,7.0,29.0,1044,267582006,Other specified myoclonus,695,1
